Age,Gender,Country,State,Back-End,Front-End,Designer,Dev-Ops,Dev_Evang,Executive,HR,One-Person,Supervisor,Self_Employed,Remote,1_to_5,6_to_25,26_to_100,101_to_500,500_to_1000,Thousand+,Tech,Health_Care_Options,Do you know the options for mental health care available under your employer-provided coverage?,Boss_Mental_Health_Awareness,Resources,Anonymity ?,Leaving_Ease ,Supervisor_Negative_Consequence,Supervisor_Physical_Health_Negative,Co-Workers_Discussion,Supervisor_Mental_Health,Employer_Mental_Equal_Physical_Health,Negative_Co-Worker_Mental_Health ,Previous_Employer,Previous_Health_Benefits,Health_Care_Awareness ,Prev_Employers_Talk_Mental_Health ,Previous_Resources ,Previous_Anonymity ,Previous_Mental_Health_Discuss_Neg_Consequences ,Previous_Employer_Discuss_Physical_Health_Neg_Conseq,Mental_Health_Co-Workers ,Mental_Health_Supervisor ,Previous_Employer_Mental_Physical_Equal , Previous_Co-Worker_Mental_Health_Neg_Consequences ,Interview_Physical_Health_Awareness ,Interview_Mental_Health_AwarenessWould you bring up a mental health issue with a potential employer in an interview?,Mental_Health_Hurt_Career ,Co-Worker_Aware_Mental_Health_Issues ,Willing_Family_Mental_Health_Awareness ,Previous_Workplace_Poor-Response-Mental ,Family_History,Past_Mental_Health_Issue,Current_Mental_Health_Issue ,Addictive,Anxiety,ADHD,Autism,Burnout,Physical_Mental,Mood,Eating,Personality,PTSD,OCD,Substance,Have you ever sought treatment for a mental health issue from a mental health professional?,Treated_Interference_Mental_Health,No_Treatment_Interference_Mental_Health 
35,Male,Sweden,,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,2,2,2,4,0,0,2,2,2,0,1,1,0,1,0,1,1,0,1,2,1,0,1,1,0,0,3,0,1,1,1,,,,,,,,,,,,,0,1,1
31,Male,United Kingdom,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,2,2,4,0,0,2,2,1,0,1,1,0,0,0,1,1,0,1,2,1,0,1,1,0,0,4,2,1,1,0,,,,,,,,,,,,,0,2,0
31,Male,United States of America,Florida,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,0,1,1
37,Male,Canada,,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,3,2,2,2,4,0,0,1,2,2,0,1,2,1,0,0,1,1,2,0,0,0,2,2,2,2,2,3,2,0,0,0,,,,,,,,,,,,,0,1,1
34,Female,United States of America,Oklahoma,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,2,2,2,5,0,0,2,2,2,0,1,0,0,0,0,1,2,1,1,2,0,0,1,1,1,0,4,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
39,Female,United States of America,California,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,3,0,0,1,5,0,0,1,2,1,0,1,3,2,0,0,1,2,1,0,2,0,1,1,1,0,1,4,0,2,2,0,,,,,,,,,,,,,1,0,3
29,Female,United States of America,Washington,0,1,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,2,2,0,0,1,2,0,1,2,2,0,1,1,2,2,4,0,2,0,0,,,,,,,,,,,,,1,1,3
29,Female,United States of America,Pennsylvania,1,0,0,0,0,0,0,0,0,0,2,,,,,,,1,3,3,0,0,1,1,1,0,0,1,1,0,1,2,2,0,0,1,2,0,0,0,2,1,2,0,2,2,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
63,Male,United States of America,Maryland,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,0,2,2,5,0,0,2,2,0,0,1,3,2,2,2,3,0,0,1,2,2,0,2,1,1,1,3,0,2,2,0,,,,,,,,,,,,,1,0,3
45,Male,Australia,,1,1,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,1,1,2,2,1,1,0,1,1,3,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
35,Male,Greece,,1,1,0,0,1,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,2,1,2,3,0,0,1,1,0,0,1,0,1,1,1,,,,,,,,,,,,,0,3,3
32,Male,United Kingdom,,1,0,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,2,2,1,2,2,2,1,,,,,,,,,,,,,1,4,3
44,Male,United States of America,California,0,0,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,3,1,0,0,0,1,2,0,2,2,0,2,1,1,0,,,,,,,,,,,,,0,1,1
39,Male,Ireland,,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,3,1,0,1,2,0,1,1,1,1,2,3,2,0,1,1,,,,,,,,,,,,,1,1,1
55,Female,United States of America,California,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,0,0,2,2,1,0,2,0,0,0,0,2,2,2,2,2,2,1,,,,,,,,,,,,,1,2,4
33,Female,United States of America,Connecticut,1,0,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,1,3,0,0,0,0,1,0,0,2,2,1,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
19,Male,India,,1,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,1,0,0,0,5,0,0,2,2,2,0,1,0,0,0,0,1,2,1,0,2,3,0,0,2,1,0,2,0,0,0,0,,,,,,,,,,,,,0,1,1
40,Male,United States of America,California,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,1,0,0,2,4,1,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,2,2,3,2,2,1,1,,,,,,,,,,,,,0,2,4
49,Female,United States of America,Illinois,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,3,2,2,2,5,1,0,1,2,1,0,0,,,,,,,,,,,,1,1,0,0,3,0,2,1,0,,,,,,,,,,,,,1,0,3
27,Female,Australia,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2,2,5,0,0,2,2,2,0,1,1,0,0,0,1,0,0,1,2,2,0,1,1,1,0,-1,0,1,0,0,,,,,,,,,,,,,0,1,1
39,Male,United States of America,Missouri,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,2,2,4,1,0,0,0,0,0,1,2,2,2,1,2,3,0,0,2,0,1,2,0,2,2,3,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4
35,Male,United Kingdom,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,0,0,2,2,2,0,1,2,2,0,0,1,2,1,2,2,1,0,2,2,0,0,4,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
35,Male,United States of America,Texas,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2,1,0,1,1,3,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,2,2,0,1,1,1,1,3,-1,1,1,1,,,,,,,,,,,,,0,2,3
42,Female,United States of America,Texas,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,2,0,0,1,0,1,1,1,0,0,0,1,2,2,0,0,2,2,1,1,2,0,2,1,0,2,2,3,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
35,Male,Canada,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,3,2,0,2,5,0,0,1,2,2,0,1,0,0,0,0,1,2,1,0,2,2,0,2,2,0,1,3,2,0,0,0,,,,,,,,,,,,,0,1,1
31,Female,United States of America,Texas,1,0,0,0,0,0,0,0,0,0,1,,,,,,,1,2,1,0,1,1,1,0,0,1,2,2,0,1,2,2,0,1,3,2,1,1,2,2,0,0,0,2,2,3,2,1,2,0,,,,,,,,,,,,,1,3,4
44,Male,United Kingdom,,1,1,0,1,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,2,1,0,2,1,0,1,1,1,0,3,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
39,Male,United States of America,Georgia,1,1,0,1,0,0,0,0,1,0,1,,,,,,,1,3,3,0,0,1,3,1,1,0,0,1,0,1,3,1,0,0,1,1,1,1,3,1,0,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,3
32,Male,Canada,,1,1,0,1,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,0,2,3,1,0,1,1,1,1,-1,0,1,0,0,,,,,,,,,,,,,0,1,1
45,Male,New Zealand,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,2,0,1,1,4,1,1,0,1,2,0,1,1,0,0,0,1,2,1,0,1,2,1,2,1,1,1,4,1,0,0,0,,,,,,,,,,,,,0,1,1
31,Male,United States of America,Texas,0,0,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,2,0,0,1,1,1,1,0,2,2,1,1,0,2,0,3,0,0,0,0,,,,,,,,,,,,,1,1,1
47,Female,United States of America,New York,0,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,3,2,0,0,3,2,0,1,2,2,0,0,0,1,1,3,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
29,Male,United States of America,Maryland,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,1,1,1,0,0,1,0,0,1,2,2,2,1,2,1,0,1,2,2,0,2,0,1,1,1,0,2,1,0,,,,,,,,,,,,,1,1,1
20,Male,United States of America,Oklahoma,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,1,3,0,0,2,2,2,0,0,,,,,,,,,,,,0,0,0,0,3,0,2,2,0,,,,,,,,,,,,,1,0,4
34,Male,United States of America,Washington,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,0,0,1,1,0,2,1,1,1,1,0,0,,,,,,,,,,,,0,0,2,2,-1,0,2,0,0,,,,,,,,,,,,,0,1,1
56,Female,United States of America,Florida,1,1,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,3,2,0,1,1,2,1,0,1,2,1,0,0,1,2,3,1,2,1,1,,,,,,,,,,,,,1,3,4
35,Male,Canada,,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,3,2,2,3,0,1,0,0,2,2,0,-1,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
31,Male,United States of America,California,0,0,0,1,0,0,0,0,0,0,1,,,,,,,1,3,3,0,1,1,3,2,0,0,0,1,0,1,3,2,0,0,1,3,0,1,0,0,0,0,0,2,2,2,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4
36,Male,United States of America,Texas,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,3,3,2,2,2,5,1,0,2,2,1,1,1,2,3,2,1,3,2,0,1,2,2,1,0,0,0,0,4,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4
30,Male,United States of America,California,0,0,0,0,0,0,0,0,0,0,2,,,,,,,1,3,3,0,2,0,4,1,1,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,2,2,2,1,1,3,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
44,Female,United States of America,Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,1,2,2,1,0,1,0,0,0,1,2,2,2,1,2,1,0,0,0,0,1,0,0,2,2,1,1,2,2,1,,,,,,,,,,,,,1,2,3
23,Female,United States of America,Texas,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,1,4,1,1,1,0,2,0,1,2,0,0,0,1,2,1,1,2,2,0,1,0,2,1,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
46,Male,United States of America,Missouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,2,1,3,1,0,0,0,0,0,0,,,,,,,,,,,,1,0,2,1,3,0,0,0,0,,,,,,,,,,,,,0,1,1
33,Female,United States of America,Maine,0,1,0,0,0,0,0,0,0,0,2,,,,,,,1,3,3,0,0,1,5,0,0,2,2,0,1,1,3,2,3,2,2,2,1,0,0,0,0,0,0,1,1,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
32,Female,United States of America,California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,2,4,2,1,1,0,0,0,1,1,0,0,0,1,2,0,1,2,2,0,1,0,2,2,-1,1,2,2,1,,,,,,,,,,,,,1,2,3
45,Male,Other,,1,0,0,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,2,1,3,2,0,2,1,,,,,,,,,,,,,1,3,3
26,Male,United States of America,Illinois,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,2,0,0,2,2,2,0,1,1,0,0,0,1,0,0,1,2,1,0,1,1,0,0,3,0,1,2,2,,,,,,,,,,,,,1,0,4
32,Female,United States of America,New Mexico,1,0,0,1,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,2,0,1,2,1,1,1,0,1,1,-1,1,0,0,0,,,,,,,,,,,,,0,1,1
28,Male,United States of America,Oregon,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,1,1,5,0,0,1,0,1,0,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,0,1,1
44,Male,United States of America,Wisconsin,1,1,0,1,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,0,1,3,0,0,1,1,1,0,3,0,0,2,0,,,,,,,,,,,,,0,1,1
42,Male,United Kingdom,,0,0,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,2,1,0,1,1,2,1,1,2,2,0,1,0,2,0,4,1,2,1,1,,,,,,,,,,,,,0,1,4
30,Male,United States of America,California,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,1,1,2,1,1,1,1,2,2,2,0,1,1,0,0,0,1,1,0,1,2,1,0,0,0,1,1,4,0,0,0,0,,,,,,,,,,,,,0,1,1
28,Female,United States of America,Washington,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,1,1,1,2,1,0,0,2,0,1,2,2,0,0,1,3,1,0,0,2,1,0,0,2,2,0,2,2,1,1,,,,,,,,,,,,,1,1,4
31,Male,Canada,,0,0,0,0,0,0,0,0,1,0,2,,,,,,,1,3,3,1,1,2,4,0,0,2,2,1,0,1,3,3,0,0,3,2,0,1,2,0,0,1,1,0,0,4,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
29,Male,United States of America,Ohio,1,0,0,0,0,0,0,0,0,0,1,,,,,,,1,3,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,2,0,0,1,0,1,1,0,0,1,1,1,,,,,,,,,,,,,0,1,1
33,Male,United States of America,Texas,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0,1,4,1,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1,0,0,1,2,0,1,0,1,1,,,,,,,,,,,,,0,1,1
43,Female,United States of America,Maryland,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,3,3,1,2,2,3,1,1,1,1,2,0,1,2,0,1,0,1,2,1,0,0,1,1,0,0,2,1,1,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
28,Male,Australia,,1,1,0,1,1,0,0,0,0,0,2,,,,,,,1,2,2,2,2,1,5,0,0,1,2,2,0,1,2,1,0,0,1,1,0,1,0,2,1,1,0,1,0,3,0,0,0,1,,,,,,,,,,,,,0,0,3
38,Male,United States of America,Texas,0,0,0,0,1,0,0,0,0,0,2,,,,,,,1,3,2,0,0,1,2,1,0,0,1,1,1,1,2,2,0,0,1,1,0,0,0,1,1,2,0,1,1,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
30,Male,United States of America,Wisconsin,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,3,0,0,2,4,1,0,1,0,1,0,1,2,2,2,1,3,1,0,0,0,2,0,2,0,2,1,3,2,0,2,1,,,,,,,,,,,,,1,0,3
51,Female,United States of America,North Dakota,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,0,1,0,3,1,1,0,0,1,1,0,2,2,1,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
48,Female,United States of America,Kansas,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,1,4,1,1,0,0,0,0,1,2,2,2,1,3,3,1,0,2,2,1,0,0,2,2,-1,2,0,0,0,,,,,,,,,,,,,0,1,1
39,Male,New Zealand,,0,0,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,2,1,0,1,1,1,1,3,-1,1,1,1,,,,,,,,,,,,,0,1,1
28,Male,Australia,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,2,2,1,0,1,1,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,2,2,3,2,0,0,0,,,,,,,,,,,,,0,1,1
37,Male,United States of America,Colorado,0,1,1,0,0,0,0,0,0,0,2,,,,,,,1,3,3,2,2,2,4,1,0,1,2,1,1,1,3,2,3,1,3,2,0,1,2,2,1,1,0,2,1,3,1,2,2,1,,,,,,,,,,,,,1,2,4
33,Male,United States of America,Oklahoma,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,1,1,1,1,2,1,1,2,1,1,0,1,0,0,0,0,1,1,0,1,2,0,0,1,0,2,1,3,1,1,2,0,,,,,,,,,,,,,1,3,3
21,Male,Australia,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,2,0,2,1,0,0,,,,,,,,,,,,0,0,2,2,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4
25,Male,United States of America,California,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,3,2,0,0,1,0,2,2,0,0,0,1,1,1,0,0,0,1,2,2,0,0,0,1,1,0,2,2,3,1,2,2,0,,,,,,,,,,,,,1,2,4
15,Male,Canada,,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,2,0,1,-1,-1,0,0,0,,,,,,,,,,,,,0,1,1
40,Male,United States of America,Oklahoma,1,0,0,0,0,0,0,0,0,0,2,,,,,,,1,3,1,0,0,1,1,1,1,1,0,0,1,1,2,2,0,0,2,3,1,1,2,0,0,0,0,2,1,4,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
30,Female,Canada,,0,1,0,0,0,0,0,0,0,0,1,,,,,,,0,1,2,0,0,1,2,1,0,0,1,1,0,1,2,2,1,1,2,2,0,1,2,0,0,1,0,2,2,3,-1,2,2,1,,,,,,,,,,,,,1,1,4
27,Male,Romania,,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,2,1,2,0,1,0,1,,,,,,,,,,,,,0,3,3
25,Male,India,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5,0,1,1,0,1,1,0,,,,,,,,,,,,2,2,2,2,4,0,0,0,0,,,,,,,,,,,,,0,0,0
38,Male,Germany,,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3,2,0,0,2,4,1,0,2,1,1,0,1,3,1,0,0,1,0,0,1,2,1,0,0,0,1,0,3,0,0,0,0,,,,,,,,,,,,,0,1,1
24,Male,United Kingdom,,0,0,1,0,0,0,0,0,0,0,0,,,,,,,0,2,1,0,1,1,3,1,0,1,2,1,0,1,1,0,0,0,1,1,0,1,2,1,0,2,1,0,1,3,0,2,0,1,,,,,,,,,,,,,1,2,4
23,Male,United Kingdom,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,,,,,,,,,,,,2,1,2,0,2,0,0,0,0,,,,,,,,,,,,,0,1,1
39,Female,United Kingdom,,0,0,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,1,2,0,1,0,0,1,0,0,2,0,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
26,Male,United States of America,Colorado,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,2,0,0,2,2,1,0,2,0,1,0,0,,,,,,,,,,,,0,0,1,0,3,0,0,0,0,,,,,,,,,,,,,0,1,1
43,Male,United Kingdom,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,2,1,1,0,0,2,0,1,1,0,1,0,1,1,1,0,2,1,0,1,1,1,2,3,0,0,0,0,,,,,,,,,,,,,0,2,1
30,Male,New Zealand,,1,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,2,2,0,0,1,5,0,0,1,1,1,0,1,0,0,0,0,1,0,0,2,3,2,0,1,1,0,0,3,-1,2,1,1,,,,,,,,,,,,,0,1,3
35,Male,Germany,,1,1,1,0,0,1,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,2,2,1,1,0,1,1,0,1,2,2,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2
40,Male,United Kingdom,,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,0,0,2,2,0,1,1,1,1,,,,,,,,,,,,,0,1,3
33,Female,United Kingdom,,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,1,0,1,2,3,3,0,1,0,2,2,3,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4
35,Male,Brunei,,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,0,3,-1,0,0,1,,,,,,,,,,,,,1,2,3
22,Male,United Kingdom,,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,3,2,1,0,0,1,0,1,0,0,0,0,1,3,1,1,0,1,1,1,1,2,1,-1,-1,1,0,0,,,,,,,,,,,,,0,1,1
28,Male,United States of America,Ohio,1,0,0,0,0,0,0,0,0,0,2,,,,,,,1,3,2,1,2,1,3,1,0,1,1,1,0,1,1,0,0,0,1,2,0,1,1,2,0,2,1,1,0,3,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
39,Male,United States of America,California,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,1,3,0,0,0,0,0,0,0,2,2,3,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
33,Male,United States of America,Indiana,0,0,0,0,0,0,0,0,0,0,2,,,,,,,1,2,1,1,1,1,5,0,0,2,2,2,0,1,1,0,1,0,1,2,1,1,2,2,0,1,1,0,0,3,1,1,0,0,,,,,,,,,,,,,0,1,1
25,Female,United Kingdom,,1,1,0,1,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,0,1,2,1,0,1,1,0,1,-1,-1,0,0,0,,,,,,,,,,,,,0,1,1
37,Male,United States of America,Minnesota,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,2,0,0,1,3,0,0,1,1,1,0,1,1,2,0,0,1,1,1,1,2,2,0,0,0,2,1,-1,0,0,0,0,,,,,,,,,,,,,0,1,1
41,Female,France,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,2,1,3,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,1,1,2,2,4,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
30,Female,United States of America,Kansas,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,0,1,1,4,0,0,0,0,1,0,1,3,2,3,2,2,0,0,2,3,3,0,1,1,1,1,3,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3
42,Male,United States of America,Texas,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3,3,2,2,2,4,0,0,1,2,2,0,1,2,3,3,1,1,2,0,1,2,2,0,2,1,0,1,3,-1,2,2,0,,,,,,,,,,,,,0,1,1
52,Male,United States of America,Minnesota,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,1,0,0,1,1,0,0,1,1,2,0,1,3,2,0,0,3,0,0,2,3,3,0,2,1,1,1,3,0,0,0,0,,,,,,,,,,,,,0,1,1
30,Male,United States of America,California,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,1,4,0,0,1,1,1,0,0,,,,,,,,,,,,1,1,1,1,3,0,0,0,0,,,,,,,,,,,,,0,3,4
35,Male,United States of America,Texas,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,3,0,1,2,2,0,0,1,2,1,0,1,3,3,2,1,3,0,1,1,3,2,0,1,1,1,1,4,0,1,2,2,,,,,,,,,,,,,1,2,3
24,Male,United States of America,Texas,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0,1,3,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,3,0,0,2,0,,,,,,,,,,,,,1,1,1
39,Male,United States of America,Minnesota,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,1,1,1,4,0,0,1,2,1,0,1,1,0,1,0,1,1,1,1,2,1,0,1,0,1,1,3,1,1,0,0,,,,,,,,,,,,,0,1,1
34,Male,United States of America,Pennsylvania,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,3,2,0,0,1,0,2,1,1,1,2,1,1,3,2,2,1,1,2,0,1,2,3,1,1,1,2,2,-1,2,2,0,0,,,,,,,,,,,,,0,1,1
32,Male,United States of America,Colorado,1,1,0,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,1,3,2,3,2,1,2,0,1,2,0,0,1,1,2,2,-1,-1,2,0,0,,,,,,,,,,,,,1,1,1
25,Male,United Kingdom,,1,1,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,1,2,0,1,2,0,0,1,0,2,1,4,2,2,1,1,,,,,,,,,,,,,1,0,4
43,Male,Poland,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,1,3,2,2,0,0,0,0,0,2,2,2,2,1,1,1,,,,,,,,,,,,,0,4,4
